date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,proxy_source
2024-12-23,Shanghai,0.6184,7,61.2,True,Weather-Correlated Engine
2024-12-23,Singapore,0.6082,7,60.2,True,Weather-Correlated Engine
2024-12-23,Rotterdam,0.5606,6,55.5,True,Weather-Correlated Engine
2024-12-23,Los Angeles,0.5142,4,50.9,True,Weather-Correlated Engine
2024-12-24,Shanghai,0.6218,5,61.6,True,Weather-Correlated Engine
2024-12-24,Singapore,0.5716,6,56.6,True,Weather-Correlated Engine
2024-12-24,Rotterdam,0.5534,4,54.8,True,Weather-Correlated Engine
2024-12-24,Los Angeles,0.4915,3,48.7,True,Weather-Correlated Engine
2024-12-25,Shanghai,0.613,5,60.7,True,Weather-Correlated Engine
2024-12-25,Singapore,0.5963,5,59.0,True,Weather-Correlated Engine
2024-12-25,Rotterdam,0.5655,5,56.0,True,Weather-Correlated Engine
2024-12-25,Los Angeles,0.5008,3,49.6,True,Weather-Correlated Engine
2024-12-26,Shanghai,0.6401,6,63.4,True,Weather-Correlated Engine
2024-12-26,Singapore,0.6185,5,61.2,True,Weather-Correlated Engine
2024-12-26,Rotterdam,0.5732,5,56.7,True,Weather-Correlated Engine
2024-12-26,Los Angeles,0.4904,5,48.5,True,Weather-Correlated Engine
2024-12-27,Shanghai,0.641,5,63.5,True,Weather-Correlated Engine
2024-12-27,Singapore,0.5927,4,58.7,True,Weather-Correlated Engine
2024-12-27,Rotterdam,0.5597,4,55.4,True,Weather-Correlated Engine
2024-12-27,Los Angeles,0.506,5,50.1,True,Weather-Correlated Engine
2024-12-28,Shanghai,0.6351,7,62.9,True,Weather-Correlated Engine
2024-12-28,Singapore,0.5743,6,56.9,True,Weather-Correlated Engine
2024-12-28,Rotterdam,0.5585,4,55.3,True,Weather-Correlated Engine
2024-12-28,Los Angeles,0.4817,3,47.7,True,Weather-Correlated Engine
2024-12-29,Shanghai,0.6204,5,61.4,True,Weather-Correlated Engine
2024-12-29,Singapore,0.5771,5,57.1,True,Weather-Correlated Engine
2024-12-29,Rotterdam,0.5428,5,53.7,True,Weather-Correlated Engine
2024-12-29,Los Angeles,0.5195,6,51.4,True,Weather-Correlated Engine
2024-12-30,Shanghai,0.6363,6,63.0,True,Weather-Correlated Engine
2024-12-30,Singapore,0.6117,5,60.6,True,Weather-Correlated Engine
2024-12-30,Rotterdam,0.5791,4,57.3,True,Weather-Correlated Engine
2024-12-30,Los Angeles,0.5046,5,50.0,True,Weather-Correlated Engine
2024-12-31,Shanghai,0.6141,6,60.8,True,Weather-Correlated Engine
2024-12-31,Singapore,0.5947,6,58.9,True,Weather-Correlated Engine
2024-12-31,Rotterdam,0.5699,5,56.4,True,Weather-Correlated Engine
2024-12-31,Los Angeles,0.5256,6,52.0,True,Weather-Correlated Engine
2025-01-01,Shanghai,0.6025,4,59.6,True,Weather-Correlated Engine
2025-01-01,Singapore,0.5943,4,58.8,True,Weather-Correlated Engine
2025-01-01,Rotterdam,0.5635,6,55.8,True,Weather-Correlated Engine
2025-01-01,Los Angeles,0.4912,3,48.6,True,Weather-Correlated Engine
2025-01-02,Shanghai,0.6276,6,62.1,True,Weather-Correlated Engine
2025-01-02,Singapore,0.5884,4,58.2,True,Weather-Correlated Engine
2025-01-02,Rotterdam,0.5684,6,56.3,True,Weather-Correlated Engine
2025-01-02,Los Angeles,0.5156,5,51.0,True,Weather-Correlated Engine
2025-01-03,Shanghai,0.6373,5,63.1,True,Weather-Correlated Engine
2025-01-03,Singapore,0.6123,6,60.6,True,Weather-Correlated Engine
2025-01-03,Rotterdam,0.5768,6,57.1,True,Weather-Correlated Engine
2025-01-03,Los Angeles,0.4811,3,47.6,True,Weather-Correlated Engine
2025-01-04,Shanghai,0.6096,6,60.3,True,Weather-Correlated Engine
2025-01-04,Singapore,0.6122,6,60.6,True,Weather-Correlated Engine
2025-01-04,Rotterdam,0.5501,6,54.5,True,Weather-Correlated Engine
2025-01-04,Los Angeles,0.5004,3,49.5,True,Weather-Correlated Engine
2025-01-05,Shanghai,0.6437,5,63.7,True,Weather-Correlated Engine
2025-01-05,Singapore,0.5715,4,56.6,True,Weather-Correlated Engine
2025-01-05,Rotterdam,0.5497,5,54.4,True,Weather-Correlated Engine
2025-01-05,Los Angeles,0.4991,4,49.4,True,Weather-Correlated Engine
2025-01-06,Shanghai,0.6424,6,63.6,True,Weather-Correlated Engine
2025-01-06,Singapore,0.5871,5,58.1,True,Weather-Correlated Engine
2025-01-06,Rotterdam,0.5569,4,55.1,True,Weather-Correlated Engine
2025-01-06,Los Angeles,0.5291,4,52.4,True,Weather-Correlated Engine
2025-01-07,Shanghai,0.6138,7,60.8,True,Weather-Correlated Engine
2025-01-07,Singapore,0.597,6,59.1,True,Weather-Correlated Engine
2025-01-07,Rotterdam,0.5431,5,53.8,True,Weather-Correlated Engine
2025-01-07,Los Angeles,0.5039,5,49.9,True,Weather-Correlated Engine
2025-01-08,Shanghai,0.6416,6,63.5,True,Weather-Correlated Engine
2025-01-08,Singapore,0.6124,7,60.6,True,Weather-Correlated Engine
2025-01-08,Rotterdam,0.5833,6,57.7,True,Weather-Correlated Engine
2025-01-08,Los Angeles,0.5211,4,51.6,True,Weather-Correlated Engine
2025-01-09,Shanghai,0.6281,6,62.2,True,Weather-Correlated Engine
2025-01-09,Singapore,0.5967,4,59.1,True,Weather-Correlated Engine
2025-01-09,Rotterdam,0.5772,4,57.1,True,Weather-Correlated Engine
2025-01-09,Los Angeles,0.4899,4,48.5,True,Weather-Correlated Engine
2025-01-10,Shanghai,0.6249,5,61.9,True,Weather-Correlated Engine
2025-01-10,Singapore,0.602,4,59.6,True,Weather-Correlated Engine
2025-01-10,Rotterdam,0.5848,6,57.9,True,Weather-Correlated Engine
2025-01-10,Los Angeles,0.5281,4,52.3,True,Weather-Correlated Engine
2025-01-11,Shanghai,0.6045,6,59.8,True,Weather-Correlated Engine
2025-01-11,Singapore,0.5939,5,58.8,True,Weather-Correlated Engine
2025-01-11,Rotterdam,0.5625,4,55.7,True,Weather-Correlated Engine
2025-01-11,Los Angeles,0.5133,6,50.8,True,Weather-Correlated Engine
2025-01-12,Shanghai,0.6002,4,59.4,True,Weather-Correlated Engine
2025-01-12,Singapore,0.594,4,58.8,True,Weather-Correlated Engine
2025-01-12,Rotterdam,0.586,4,58.0,True,Weather-Correlated Engine
2025-01-12,Los Angeles,0.4826,3,47.8,True,Weather-Correlated Engine
2025-01-13,Shanghai,0.6326,5,62.6,True,Weather-Correlated Engine
2025-01-13,Singapore,0.6163,5,61.0,True,Weather-Correlated Engine
2025-01-13,Rotterdam,0.5768,4,57.1,True,Weather-Correlated Engine
2025-01-13,Los Angeles,0.5068,4,50.2,True,Weather-Correlated Engine
2025-01-14,Shanghai,0.6156,5,60.9,True,Weather-Correlated Engine
2025-01-14,Singapore,0.5974,4,59.1,True,Weather-Correlated Engine
2025-01-14,Rotterdam,0.5494,4,54.4,True,Weather-Correlated Engine
2025-01-14,Los Angeles,0.5217,4,51.7,True,Weather-Correlated Engine
2025-01-15,Shanghai,0.6395,6,63.3,True,Weather-Correlated Engine
2025-01-15,Singapore,0.583,6,57.7,True,Weather-Correlated Engine
2025-01-15,Rotterdam,0.5715,4,56.6,True,Weather-Correlated Engine
2025-01-15,Los Angeles,0.5085,6,50.3,True,Weather-Correlated Engine
2025-01-16,Shanghai,0.6182,5,61.2,True,Weather-Correlated Engine
2025-01-16,Singapore,0.6099,6,60.4,True,Weather-Correlated Engine
2025-01-16,Rotterdam,0.5513,5,54.6,True,Weather-Correlated Engine
2025-01-16,Los Angeles,0.5176,5,51.2,True,Weather-Correlated Engine
2025-01-17,Shanghai,0.6177,5,61.2,True,Weather-Correlated Engine
2025-01-17,Singapore,0.574,4,56.8,True,Weather-Correlated Engine
2025-01-17,Rotterdam,0.5678,5,56.2,True,Weather-Correlated Engine
2025-01-17,Los Angeles,0.4843,5,47.9,True,Weather-Correlated Engine
2025-01-18,Shanghai,0.6434,5,63.7,True,Weather-Correlated Engine
2025-01-18,Singapore,0.6093,7,60.3,True,Weather-Correlated Engine
2025-01-18,Rotterdam,0.5402,4,53.5,True,Weather-Correlated Engine
2025-01-18,Los Angeles,0.5246,4,51.9,True,Weather-Correlated Engine
2025-01-19,Shanghai,0.6337,6,62.7,True,Weather-Correlated Engine
2025-01-19,Singapore,0.5862,6,58.0,True,Weather-Correlated Engine
2025-01-19,Rotterdam,0.5816,5,57.6,True,Weather-Correlated Engine
2025-01-19,Los Angeles,0.5191,5,51.4,True,Weather-Correlated Engine
2025-01-20,Shanghai,0.6206,7,61.4,True,Weather-Correlated Engine
2025-01-20,Singapore,0.586,6,58.0,True,Weather-Correlated Engine
2025-01-20,Rotterdam,0.5754,5,57.0,True,Weather-Correlated Engine
2025-01-20,Los Angeles,0.4907,3,48.6,True,Weather-Correlated Engine
2025-01-21,Shanghai,0.6045,4,59.8,True,Weather-Correlated Engine
2025-01-21,Singapore,0.6016,6,59.6,True,Weather-Correlated Engine
2025-01-21,Rotterdam,0.552,6,54.6,True,Weather-Correlated Engine
2025-01-21,Los Angeles,0.4963,5,49.1,True,Weather-Correlated Engine
2025-01-22,Shanghai,0.6381,6,63.2,True,Weather-Correlated Engine
2025-01-22,Singapore,0.5809,4,57.5,True,Weather-Correlated Engine
2025-01-22,Rotterdam,0.5835,5,57.8,True,Weather-Correlated Engine
2025-01-22,Los Angeles,0.4973,4,49.2,True,Weather-Correlated Engine
2025-01-23,Shanghai,0.637,6,63.1,True,Weather-Correlated Engine
2025-01-23,Singapore,0.5991,5,59.3,True,Weather-Correlated Engine
2025-01-23,Rotterdam,0.5464,5,54.1,True,Weather-Correlated Engine
2025-01-23,Los Angeles,0.5296,4,52.4,True,Weather-Correlated Engine
2025-01-24,Shanghai,0.6424,5,63.6,True,Weather-Correlated Engine
2025-01-24,Singapore,0.5812,5,57.5,True,Weather-Correlated Engine
2025-01-24,Rotterdam,0.5424,5,53.7,True,Weather-Correlated Engine
2025-01-24,Los Angeles,0.5086,5,50.4,True,Weather-Correlated Engine
2025-01-25,Shanghai,0.6061,5,60.0,True,Weather-Correlated Engine
2025-01-25,Singapore,0.6105,6,60.4,True,Weather-Correlated Engine
2025-01-25,Rotterdam,0.5511,6,54.6,True,Weather-Correlated Engine
2025-01-25,Los Angeles,0.5018,5,49.7,True,Weather-Correlated Engine
2025-01-26,Shanghai,0.6014,6,59.5,True,Weather-Correlated Engine
2025-01-26,Singapore,0.5944,5,58.8,True,Weather-Correlated Engine
2025-01-26,Rotterdam,0.5817,4,57.6,True,Weather-Correlated Engine
2025-01-26,Los Angeles,0.4928,5,48.8,True,Weather-Correlated Engine
2025-01-27,Shanghai,0.625,6,61.9,True,Weather-Correlated Engine
2025-01-27,Singapore,0.6053,5,59.9,True,Weather-Correlated Engine
2025-01-27,Rotterdam,0.5404,6,53.5,True,Weather-Correlated Engine
2025-01-27,Los Angeles,0.5115,4,50.6,True,Weather-Correlated Engine
2025-01-28,Shanghai,0.6218,6,61.6,True,Weather-Correlated Engine
2025-01-28,Singapore,0.613,7,60.7,True,Weather-Correlated Engine
2025-01-28,Rotterdam,0.5673,6,56.2,True,Weather-Correlated Engine
2025-01-28,Los Angeles,0.527,4,52.2,True,Weather-Correlated Engine
2025-01-29,Shanghai,0.6293,5,62.3,True,Weather-Correlated Engine
2025-01-29,Singapore,0.6082,5,60.2,True,Weather-Correlated Engine
2025-01-29,Rotterdam,0.5837,5,57.8,True,Weather-Correlated Engine
2025-01-29,Los Angeles,0.4896,3,48.5,True,Weather-Correlated Engine
2025-01-30,Shanghai,0.6177,5,61.2,True,Weather-Correlated Engine
2025-01-30,Singapore,0.5964,4,59.0,True,Weather-Correlated Engine
2025-01-30,Rotterdam,0.5548,5,54.9,True,Weather-Correlated Engine
2025-01-30,Los Angeles,0.497,3,49.2,True,Weather-Correlated Engine
2025-01-31,Shanghai,0.6466,6,64.0,True,Weather-Correlated Engine
2025-01-31,Singapore,0.5928,4,58.7,True,Weather-Correlated Engine
2025-01-31,Rotterdam,0.5744,6,56.9,True,Weather-Correlated Engine
2025-01-31,Los Angeles,0.5233,5,51.8,True,Weather-Correlated Engine
2025-02-01,Shanghai,0.6064,6,60.0,True,Weather-Correlated Engine
2025-02-01,Singapore,0.6028,4,59.7,True,Weather-Correlated Engine
2025-02-01,Rotterdam,0.5865,5,58.1,True,Weather-Correlated Engine
2025-02-01,Los Angeles,0.4995,5,49.4,True,Weather-Correlated Engine
2025-02-02,Shanghai,0.6099,7,60.4,True,Weather-Correlated Engine
2025-02-02,Singapore,0.6075,5,60.1,True,Weather-Correlated Engine
2025-02-02,Rotterdam,0.5803,4,57.5,True,Weather-Correlated Engine
2025-02-02,Los Angeles,0.5002,3,49.5,True,Weather-Correlated Engine
2025-02-03,Shanghai,0.6465,6,64.0,True,Weather-Correlated Engine
2025-02-03,Singapore,0.5737,4,56.8,True,Weather-Correlated Engine
2025-02-03,Rotterdam,0.5523,4,54.7,True,Weather-Correlated Engine
2025-02-03,Los Angeles,0.4884,4,48.3,True,Weather-Correlated Engine
2025-02-04,Shanghai,0.6036,6,59.8,True,Weather-Correlated Engine
2025-02-04,Singapore,0.6025,4,59.6,True,Weather-Correlated Engine
2025-02-04,Rotterdam,0.5801,5,57.4,True,Weather-Correlated Engine
2025-02-04,Los Angeles,0.5036,5,49.9,True,Weather-Correlated Engine
2025-02-05,Shanghai,0.605,6,59.9,True,Weather-Correlated Engine
2025-02-05,Singapore,0.5938,6,58.8,True,Weather-Correlated Engine
2025-02-05,Rotterdam,0.5761,6,57.0,True,Weather-Correlated Engine
2025-02-05,Los Angeles,0.5161,4,51.1,True,Weather-Correlated Engine
2025-02-06,Shanghai,0.6029,4,59.7,True,Weather-Correlated Engine
2025-02-06,Singapore,0.5949,5,58.9,True,Weather-Correlated Engine
2025-02-06,Rotterdam,0.5649,4,55.9,True,Weather-Correlated Engine
2025-02-06,Los Angeles,0.52,6,51.5,True,Weather-Correlated Engine
2025-02-07,Shanghai,0.6262,5,62.0,True,Weather-Correlated Engine
2025-02-07,Singapore,0.5946,6,58.9,True,Weather-Correlated Engine
2025-02-07,Rotterdam,0.5504,6,54.5,True,Weather-Correlated Engine
2025-02-07,Los Angeles,0.5254,4,52.0,True,Weather-Correlated Engine
2025-02-08,Shanghai,0.6164,7,61.0,True,Weather-Correlated Engine
2025-02-08,Singapore,0.5901,5,58.4,True,Weather-Correlated Engine
2025-02-08,Rotterdam,0.5797,4,57.4,True,Weather-Correlated Engine
2025-02-08,Los Angeles,0.5173,4,51.2,True,Weather-Correlated Engine
2025-02-09,Shanghai,0.6389,6,63.3,True,Weather-Correlated Engine
2025-02-09,Singapore,0.5978,5,59.2,True,Weather-Correlated Engine
2025-02-09,Rotterdam,0.5599,4,55.4,True,Weather-Correlated Engine
2025-02-09,Los Angeles,0.4992,4,49.4,True,Weather-Correlated Engine
2025-02-10,Shanghai,0.6291,5,62.3,True,Weather-Correlated Engine
2025-02-10,Singapore,0.5833,6,57.7,True,Weather-Correlated Engine
2025-02-10,Rotterdam,0.5752,6,56.9,True,Weather-Correlated Engine
2025-02-10,Los Angeles,0.5113,4,50.6,True,Weather-Correlated Engine
2025-02-11,Shanghai,0.6175,5,61.1,True,Weather-Correlated Engine
2025-02-11,Singapore,0.5878,6,58.2,True,Weather-Correlated Engine
2025-02-11,Rotterdam,0.5549,5,54.9,True,Weather-Correlated Engine
2025-02-11,Los Angeles,0.4866,3,48.2,True,Weather-Correlated Engine
2025-02-12,Shanghai,0.6492,7,64.3,True,Weather-Correlated Engine
2025-02-12,Singapore,0.6193,7,61.3,True,Weather-Correlated Engine
2025-02-12,Rotterdam,0.5715,6,56.6,True,Weather-Correlated Engine
2025-02-12,Los Angeles,0.4823,3,47.7,True,Weather-Correlated Engine
2025-02-13,Shanghai,0.62,7,61.4,True,Weather-Correlated Engine
2025-02-13,Singapore,0.6025,4,59.6,True,Weather-Correlated Engine
2025-02-13,Rotterdam,0.5569,6,55.1,True,Weather-Correlated Engine
2025-02-13,Los Angeles,0.49,4,48.5,True,Weather-Correlated Engine
2025-02-14,Shanghai,0.6144,6,60.8,True,Weather-Correlated Engine
2025-02-14,Singapore,0.6134,5,60.7,True,Weather-Correlated Engine
2025-02-14,Rotterdam,0.5666,4,56.1,True,Weather-Correlated Engine
2025-02-14,Los Angeles,0.4977,5,49.3,True,Weather-Correlated Engine
2025-02-15,Shanghai,0.6466,6,64.0,True,Weather-Correlated Engine
2025-02-15,Singapore,0.5826,5,57.7,True,Weather-Correlated Engine
2025-02-15,Rotterdam,0.5782,6,57.2,True,Weather-Correlated Engine
2025-02-15,Los Angeles,0.5159,5,51.1,True,Weather-Correlated Engine
2025-02-16,Shanghai,0.6354,6,62.9,True,Weather-Correlated Engine
2025-02-16,Singapore,0.6191,6,61.3,True,Weather-Correlated Engine
2025-02-16,Rotterdam,0.5784,6,57.3,True,Weather-Correlated Engine
2025-02-16,Los Angeles,0.4867,4,48.2,True,Weather-Correlated Engine
2025-02-17,Shanghai,0.6091,7,60.3,True,Weather-Correlated Engine
2025-02-17,Singapore,0.5865,4,58.1,True,Weather-Correlated Engine
2025-02-17,Rotterdam,0.5792,6,57.3,True,Weather-Correlated Engine
2025-02-17,Los Angeles,0.5172,5,51.2,True,Weather-Correlated Engine
2025-02-18,Shanghai,0.6302,6,62.4,True,Weather-Correlated Engine
2025-02-18,Singapore,0.6198,6,61.4,True,Weather-Correlated Engine
2025-02-18,Rotterdam,0.5716,4,56.6,True,Weather-Correlated Engine
2025-02-18,Los Angeles,0.5123,5,50.7,True,Weather-Correlated Engine
2025-02-19,Shanghai,0.6469,5,64.0,True,Weather-Correlated Engine
2025-02-19,Singapore,0.5914,6,58.5,True,Weather-Correlated Engine
2025-02-19,Rotterdam,0.5834,6,57.8,True,Weather-Correlated Engine
2025-02-19,Los Angeles,0.5222,5,51.7,True,Weather-Correlated Engine
2025-02-20,Shanghai,0.609,7,60.3,True,Weather-Correlated Engine
2025-02-20,Singapore,0.6061,7,60.0,True,Weather-Correlated Engine
2025-02-20,Rotterdam,0.5614,5,55.6,True,Weather-Correlated Engine
2025-02-20,Los Angeles,0.4841,4,47.9,True,Weather-Correlated Engine
2025-02-21,Shanghai,0.6143,5,60.8,True,Weather-Correlated Engine
2025-02-21,Singapore,0.6054,5,59.9,True,Weather-Correlated Engine
2025-02-21,Rotterdam,0.5707,5,56.5,True,Weather-Correlated Engine
2025-02-21,Los Angeles,0.5179,5,51.3,True,Weather-Correlated Engine
2025-02-22,Shanghai,0.624,6,61.8,True,Weather-Correlated Engine
2025-02-22,Singapore,0.5795,4,57.4,True,Weather-Correlated Engine
2025-02-22,Rotterdam,0.5785,4,57.3,True,Weather-Correlated Engine
2025-02-22,Los Angeles,0.4813,3,47.6,True,Weather-Correlated Engine
2025-02-23,Shanghai,0.6006,5,59.5,True,Weather-Correlated Engine
2025-02-23,Singapore,0.5837,6,57.8,True,Weather-Correlated Engine
2025-02-23,Rotterdam,0.5588,5,55.3,True,Weather-Correlated Engine
2025-02-23,Los Angeles,0.4875,5,48.3,True,Weather-Correlated Engine
2025-02-24,Shanghai,0.6171,7,61.1,True,Weather-Correlated Engine
2025-02-24,Singapore,0.5757,5,57.0,True,Weather-Correlated Engine
2025-02-24,Rotterdam,0.5775,6,57.2,True,Weather-Correlated Engine
2025-02-24,Los Angeles,0.4918,5,48.7,True,Weather-Correlated Engine
2025-02-25,Shanghai,0.606,4,60.0,True,Weather-Correlated Engine
2025-02-25,Singapore,0.6016,5,59.6,True,Weather-Correlated Engine
2025-02-25,Rotterdam,0.5531,6,54.8,True,Weather-Correlated Engine
2025-02-25,Los Angeles,0.4872,5,48.2,True,Weather-Correlated Engine
2025-02-26,Shanghai,0.638,5,63.2,True,Weather-Correlated Engine
2025-02-26,Singapore,0.6071,7,60.1,True,Weather-Correlated Engine
2025-02-26,Rotterdam,0.5473,6,54.2,True,Weather-Correlated Engine
2025-02-26,Los Angeles,0.5153,5,51.0,True,Weather-Correlated Engine
2025-02-27,Shanghai,0.6243,7,61.8,True,Weather-Correlated Engine
2025-02-27,Singapore,0.5706,4,56.5,True,Weather-Correlated Engine
2025-02-27,Rotterdam,0.5712,6,56.6,True,Weather-Correlated Engine
2025-02-27,Los Angeles,0.4994,3,49.4,True,Weather-Correlated Engine
2025-02-28,Shanghai,0.6111,6,60.5,True,Weather-Correlated Engine
2025-02-28,Singapore,0.5871,6,58.1,True,Weather-Correlated Engine
2025-02-28,Rotterdam,0.58,5,57.4,True,Weather-Correlated Engine
2025-02-28,Los Angeles,0.5098,6,50.5,True,Weather-Correlated Engine
2025-03-01,Shanghai,0.6049,4,59.9,True,Weather-Correlated Engine
2025-03-01,Singapore,0.601,4,59.5,True,Weather-Correlated Engine
2025-03-01,Rotterdam,0.5413,4,53.6,True,Weather-Correlated Engine
2025-03-01,Los Angeles,0.5215,6,51.6,True,Weather-Correlated Engine
2025-03-02,Shanghai,0.6076,5,60.2,True,Weather-Correlated Engine
2025-03-02,Singapore,0.5879,5,58.2,True,Weather-Correlated Engine
2025-03-02,Rotterdam,0.5477,5,54.2,True,Weather-Correlated Engine
2025-03-02,Los Angeles,0.5039,3,49.9,True,Weather-Correlated Engine
2025-03-03,Shanghai,0.6332,6,62.7,True,Weather-Correlated Engine
2025-03-03,Singapore,0.5975,5,59.1,True,Weather-Correlated Engine
2025-03-03,Rotterdam,0.5599,4,55.4,True,Weather-Correlated Engine
2025-03-03,Los Angeles,0.4823,5,47.7,True,Weather-Correlated Engine
2025-03-04,Shanghai,0.626,6,62.0,True,Weather-Correlated Engine
2025-03-04,Singapore,0.5766,5,57.1,True,Weather-Correlated Engine
2025-03-04,Rotterdam,0.5612,5,55.6,True,Weather-Correlated Engine
2025-03-04,Los Angeles,0.4892,5,48.4,True,Weather-Correlated Engine
2025-03-05,Shanghai,0.6232,7,61.7,True,Weather-Correlated Engine
2025-03-05,Singapore,0.5889,6,58.3,True,Weather-Correlated Engine
2025-03-05,Rotterdam,0.5863,4,58.0,True,Weather-Correlated Engine
2025-03-05,Los Angeles,0.5118,6,50.7,True,Weather-Correlated Engine
2025-03-06,Shanghai,0.6452,5,63.9,True,Weather-Correlated Engine
2025-03-06,Singapore,0.5805,5,57.5,True,Weather-Correlated Engine
2025-03-06,Rotterdam,0.5678,5,56.2,True,Weather-Correlated Engine
2025-03-06,Los Angeles,0.4997,5,49.5,True,Weather-Correlated Engine
2025-03-07,Shanghai,0.6283,6,62.2,True,Weather-Correlated Engine
2025-03-07,Singapore,0.576,6,57.0,True,Weather-Correlated Engine
2025-03-07,Rotterdam,0.54,5,53.5,True,Weather-Correlated Engine
2025-03-07,Los Angeles,0.4951,4,49.0,True,Weather-Correlated Engine
2025-03-08,Shanghai,0.6035,4,59.7,True,Weather-Correlated Engine
2025-03-08,Singapore,0.5774,5,57.2,True,Weather-Correlated Engine
2025-03-08,Rotterdam,0.5811,5,57.5,True,Weather-Correlated Engine
2025-03-08,Los Angeles,0.5297,4,52.4,True,Weather-Correlated Engine
2025-03-09,Shanghai,0.604,4,59.8,True,Weather-Correlated Engine
2025-03-09,Singapore,0.6101,6,60.4,True,Weather-Correlated Engine
2025-03-09,Rotterdam,0.5678,5,56.2,True,Weather-Correlated Engine
2025-03-09,Los Angeles,0.4978,3,49.3,True,Weather-Correlated Engine
2025-03-10,Shanghai,0.6241,6,61.8,True,Weather-Correlated Engine
2025-03-10,Singapore,0.6059,4,60.0,True,Weather-Correlated Engine
2025-03-10,Rotterdam,0.5427,6,53.7,True,Weather-Correlated Engine
2025-03-10,Los Angeles,0.4965,5,49.2,True,Weather-Correlated Engine
2025-03-11,Shanghai,0.6308,5,62.5,True,Weather-Correlated Engine
2025-03-11,Singapore,0.5991,5,59.3,True,Weather-Correlated Engine
2025-03-11,Rotterdam,0.565,4,55.9,True,Weather-Correlated Engine
